"Date first seen","Duration","Proto","Src IP Addr","Src Pt","Dst IP Addr","Dst Pt","Packets","Bytes","Flows","Flags","Tos","class","attackType","attackID","attackDescription"
"2017-03-21 13:05:24.537","   10.481","TCP  ","10006_27","53827","EXT_SERVER","22","      15","    2157","    1",".APRSF","  0","suspicious","---","---","---"
"2017-03-21 13:05:24.537","   10.481","TCP  ","EXT_SERVER","22","10006_27","53827","      20","    3249","    1",".AP.SF","  0","suspicious","---","---","---"
"2017-03-21 13:05:35.234","    1.303","TCP  ","18837_40","60613","EXT_SERVER","22","       2","      92","    1","...RS.","  0","suspicious","---","---","---"
"2017-03-21 13:05:35.234","    1.303","TCP  ","EXT_SERVER","22","18837_40","60613","       2","      88","    1",".A..S.","  0","suspicious","---","---","---"
"2017-03-21 13:05:23.346","   20.074","TCP  ","EXT_SERVER","22","10767_152","21638","      26","    3745","    1",".APRSF","  0","suspicious","---","---","---"
"2017-03-21 13:05:23.346","   20.074","TCP  ","10767_152","21638","EXT_SERVER","22","      26","    3003","    1",".AP.SF","  0","suspicious","---","---","---"
"2017-03-21 13:05:43.933","   18.910","TCP  ","EXT_SERVER","22","10767_152","49770","      26","    3745","    1",".APRSF","  0","suspicious","---","---","---"
"2017-03-21 13:05:43.933","   18.910","TCP  ","10767_152","49770","EXT_SERVER","22","      24","    2883","    1",".AP.SF","  0","suspicious","---","---","---"
"2017-03-21 13:06:03.333","   19.370","TCP  ","EXT_SERVER","22","10767_152","13283","      26","    3745","    1",".APRSF","  0","suspicious","---","---","---"
"2017-03-21 13:06:03.333","   19.370","TCP  ","10767_152","13283","EXT_SERVER","22","      24","    2883","    1",".AP.SF","  0","suspicious","---","---","---"
"2017-03-21 13:03:26.038","   11.137","TCP  ","10006_27","14510","EXT_SERVER","22","      15","    2163","    1",".AP.SF","  0","suspicious","---","---","---"
"2017-03-21 13:03:26.038","   11.137","TCP  ","EXT_SERVER","22","10006_27","14510","      20","    3305","    1",".AP.SF","  0","suspicious","---","---","---"
"2017-03-21 13:03:38.259","    0.000","UDP  ","10041_1","44479","EXT_SERVER","53","       1","      60","    1","......","  0","suspicious","---","---","---"
"2017-03-21 13:03:38.259","    0.000","ICMP ","EXT_SERVER","0","10041_1","3.3","       1","      88","    1","......","  0","suspicious","---","---","---"
"2017-03-21 13:06:23.216","   18.871","TCP  ","EXT_SERVER","22","10767_152","41587","      26","    3745","    1",".APRSF","  0","suspicious","---","---","---"
"2017-03-21 13:06:23.216","   18.871","TCP  ","10767_152","41587","EXT_SERVER","22","      24","    2895","    1",".AP.SF","  0","suspicious","---","---","---"
"2017-03-21 13:03:48.540","    0.000","ICMP ","10156_89","0","EXT_SERVER","8.0","       1","      46","    1","......","  0","suspicious","---","---","---"
"2017-03-21 13:03:48.540","    0.000","ICMP ","EXT_SERVER","0","10156_89","0.0","       1","      36","    1","......","  0","suspicious","---","---","---"
"2017-03-21 13:01:40.610","  136.647","TCP  ","EXT_SERVER","8000","OPENSTACK_NET","49895","       3","     132","    1",".A..SF","  0","normal","---","---","---"
"2017-03-21 13:01:40.610","  136.647","TCP  ","OPENSTACK_NET","49895","EXT_SERVER","8000","       4","     190","    1",".A..SF","  0","normal","---","---","---"
