"Date first seen","Duration","Proto","Src IP Addr","Src Pt","Dst IP Addr","Dst Pt","Packets","Bytes","Flows","Flags","Tos","class","attackType","attackID","attackDescription"
"2017-03-17 19:03:43.739","  120.953","TCP  ","10004_36","28625","EXT_SERVER","22","       6","     314","    1",".A.RSF","  0","suspicious","---","---","---"
"2017-03-17 19:03:43.739","  120.953","TCP  ","EXT_SERVER","22","10004_36","28625","       5","     345","    1",".AP.SF","  0","suspicious","---","---","---"
"2017-03-17 19:05:29.107","   17.282","TCP  ","14105_47","18056","EXT_SERVER","22","      24","    2916","    1",".AP.SF","  0","suspicious","---","---","---"
"2017-03-17 19:05:29.107","   17.282","TCP  ","EXT_SERVER","22","14105_47","18056","      26","    3745","    1",".APRSF","  0","suspicious","---","---","---"
"2017-03-17 19:05:46.889","   18.020","TCP  ","14105_47","21462","EXT_SERVER","22","      24","    2916","    1",".AP.SF","  0","suspicious","---","---","---"
"2017-03-17 19:05:46.889","   18.020","TCP  ","EXT_SERVER","22","14105_47","21462","      26","    3745","    1",".APRSF","  0","suspicious","---","---","---"
"2017-03-17 19:05:54.735","   15.494","TCP  ","13976_197","2364","EXT_SERVER","22","      13","    2907","    1",".APRS.","  0","suspicious","---","---","---"
"2017-03-17 19:05:54.735","   15.494","TCP  ","EXT_SERVER","22","13976_197","2364","      19","    3093","    1",".AP.S.","  0","suspicious","---","---","---"
"2017-03-17 19:06:10.298","    0.378","TCP  ","10155_223","35373","EXT_SERVER","23","       2","      92","    1","....S.","  0","suspicious","---","---","---"
"2017-03-17 19:06:10.298","    0.378","TCP  ","EXT_SERVER","23","10155_223","35373","       2","      80","    1",".A.R..","  0","suspicious","---","---","---"
"2017-03-17 19:06:05.409","   18.740","TCP  ","14105_47","27976","EXT_SERVER","22","      24","    2916","    1",".AP.SF","  0","suspicious","---","---","---"
"2017-03-17 19:06:05.409","   18.740","TCP  ","EXT_SERVER","22","14105_47","27976","      26","    3745","    1",".APRSF","  0","suspicious","---","---","---"
"2017-03-17 19:06:20.110","    6.865","TCP  ","10004_36","38782","EXT_SERVER","22","       7","     393","    1",".APRSF","  0","suspicious","---","---","---"
"2017-03-17 19:06:20.110","    6.865","TCP  ","EXT_SERVER","22","10004_36","38782","       7","    2389","    1",".AP.S.","  0","suspicious","---","---","---"
"2017-03-17 19:06:24.650","   18.761","TCP  ","14105_47","36120","EXT_SERVER","22","      24","    2900","    1",".AP.SF","  0","suspicious","---","---","---"
"2017-03-17 19:06:24.650","   18.761","TCP  ","EXT_SERVER","22","14105_47","36120","      26","    3745","    1",".APRSF","  0","suspicious","---","---","---"
"2017-03-17 19:06:28.138","   16.525","TCP  ","13976_197","1075","EXT_SERVER","22","      14","    2953","    1",".APRS.","  0","suspicious","---","---","---"
"2017-03-17 19:06:28.138","   16.525","TCP  ","EXT_SERVER","22","13976_197","1075","      19","    3033","    1",".AP.S.","  0","suspicious","---","---","---"
"2017-03-17 19:06:43.911","   19.600","TCP  ","14105_47","43470","EXT_SERVER","22","      24","    2900","    1",".AP.SF","  0","suspicious","---","---","---"
"2017-03-17 19:06:43.911","   19.600","TCP  ","EXT_SERVER","22","14105_47","43470","      26","    3745","    1",".APRSF","  0","suspicious","---","---","---"
"2017-03-17 19:06:47.548","   15.961","TCP  ","13976_197","1868","EXT_SERVER","22","      17","    3027","    1",".APRS.","  0","suspicious","---","---","---"
"2017-03-17 19:06:47.548","   15.961","TCP  ","EXT_SERVER","22","13976_197","1868","      20","    3065","    1",".AP.S.","  0","suspicious","---","---","---"
