"Date first seen","Duration","Proto","Src IP Addr","Src Pt","Dst IP Addr","Dst Pt","Packets","Bytes","Flows","Flags","Tos","class","attackType","attackID","attackDescription"
"2017-03-19 03:37:40.570","    0.058","TCP  ","EXT_SERVER","8000","OPENSTACK_NET","60370","       7","     702","    1",".AP.SF","  0","normal","---","---","---"
"2017-03-19 03:37:40.570","    0.058","TCP  ","OPENSTACK_NET","60370","EXT_SERVER","8000","       6","     586","    1",".AP.SF","  0","normal","---","---","---"
"2017-03-19 03:40:30.538","   11.460","TCP  ","10004_36","44126","EXT_SERVER","22","       8","     477","    1",".APRSF","  0","suspicious","---","---","---"
"2017-03-19 03:40:30.538","   11.460","TCP  ","EXT_SERVER","22","10004_36","44126","      12","    1873","    1",".AP.S.","  0","suspicious","---","---","---"
"2017-03-19 03:37:42.003","    0.048","TCP  ","EXT_SERVER","8000","OPENSTACK_NET","55585","       7","     639","    1",".AP.SF","  0","normal","---","---","---"
"2017-03-19 03:37:42.003","    0.048","TCP  ","OPENSTACK_NET","55585","EXT_SERVER","8000","       6","     614","    1",".AP.SF","  0","normal","---","---","---"
"2017-03-19 03:37:42.444","    0.050","TCP  ","EXT_SERVER","8000","OPENSTACK_NET","60372","       7","     639","    1",".AP.SF","  0","normal","---","---","---"
"2017-03-19 03:37:42.444","    0.050","TCP  ","OPENSTACK_NET","60372","EXT_SERVER","8000","       6","     614","    1",".AP.SF","  0","normal","---","---","---"
"2017-03-19 03:40:45.444","    0.000","TCP  ","15968_242","14785","EXT_SERVER","23","       1","      46","    1","....S.","  0","suspicious","---","---","---"
"2017-03-19 03:40:45.444","    0.000","TCP  ","EXT_SERVER","23","15968_242","14785","       1","      40","    1",".A.R..","  0","suspicious","---","---","---"
"2017-03-19 03:38:01.548","    0.000","ICMP ","14904_118","0","EXT_SERVER","3.10","       1","      68","    1","......","  0","suspicious","---","---","---"
"2017-03-19 03:37:54.024","   13.099","TCP  ","10006_27","54283","EXT_SERVER","22","      18","    2423","    1",".AP.SF","  0","suspicious","---","---","---"
"2017-03-19 03:37:54.024","   13.099","TCP  ","EXT_SERVER","22","10006_27","54283","      24","    3555","    1",".AP.SF","  0","suspicious","---","---","---"
"2017-03-19 03:41:11.246","   16.135","TCP  ","15969_166","56304","EXT_SERVER","88","       2","      92","    1",".A.RS.","  0","suspicious","---","---","---"
"2017-03-19 03:41:11.246","   16.135","TCP  ","EXT_SERVER","88","15969_166","56304","       1","      40","    1",".A.R..","  0","suspicious","---","---","---"
"2017-03-19 03:41:27.539","    0.000","TCP  ","EXT_SERVER","23","15484_77","7334","       1","      40","    1",".A.R..","  0","suspicious","---","---","---"
"2017-03-19 03:41:27.539","    0.000","TCP  ","15484_77","7334","EXT_SERVER","23","       1","      46","    1","....S.","  0","suspicious","---","---","---"
"2017-03-19 03:39:37.235","  120.823","TCP  ","10004_36","13308","EXT_SERVER","22","       4","     225","    1",".APRS.","  0","suspicious","---","---","---"
"2017-03-19 03:39:37.235","  120.823","TCP  ","EXT_SERVER","22","10004_36","13308","      10","    6630","    1",".AP.SF","  0","suspicious","---","---","---"
"2017-03-19 03:42:12.869","    5.749","TCP  ","10006_27","37207","EXT_SERVER","22","       7","     441","    1",".APRSF","  0","suspicious","---","---","---"
"2017-03-19 03:42:12.869","    5.749","TCP  ","EXT_SERVER","22","10006_27","37207","       8","    1564","    1",".AP.SF","  0","suspicious","---","---","---"
"2017-03-19 03:42:16.025","   29.732","TCP  ","10004_36","43993","EXT_SERVER","22","       5","     301","    1",".APRS.","  0","suspicious","---","---","---"
"2017-03-19 03:42:16.025","   29.732","TCP  ","EXT_SERVER","22","10004_36","43993","       9","    3502","    1",".AP.SF","  0","suspicious","---","---","---"
"2017-03-19 03:43:04.093","    0.000","TCP  ","11203_149","38033","EXT_SERVER","8080","       1","      46","    1","....S.","  0","suspicious","---","---","---"
"2017-03-19 03:43:04.093","    0.000","TCP  ","EXT_SERVER","8080","11203_149","38033","       1","      40","    1",".A.R..","  0","suspicious","---","---","---"
"2017-03-19 03:38:45.543","   83.175","TCP  ","10004_36","50817","EXT_SERVER","22","       6","     383","    1",".AP.SF","  0","suspicious","---","---","---"
"2017-03-19 03:38:45.543","   83.175","TCP  ","EXT_SERVER","22","10004_36","50817","      13","    5866","    1",".AP.SF","  0","suspicious","---","---","---"
"2017-03-19 03:43:05.587","   24.843","TCP  ","10004_36","44315","EXT_SERVER","22","       6","     337","    1",".APRS.","  0","suspicious","---","---","---"
"2017-03-19 03:43:05.587","   24.843","TCP  ","EXT_SERVER","22","10004_36","44315","      13","    6605","    1",".AP.S.","  0","suspicious","---","---","---"
"2017-03-19 03:43:31.049","    5.583","TCP  ","10006_27","42591","EXT_SERVER","22","       7","     441","    1",".APRSF","  0","suspicious","---","---","---"
"2017-03-19 03:43:31.049","    5.583","TCP  ","EXT_SERVER","22","10006_27","42591","       8","    1564","    1",".AP.SF","  0","suspicious","---","---","---"
"2017-03-19 03:40:40.255","    0.082","TCP  ","EXT_SERVER","8000","OPENSTACK_NET","55632","       7","     702","    1",".AP.SF","  0","normal","---","---","---"
"2017-03-19 03:40:40.255","    0.082","TCP  ","OPENSTACK_NET","55632","EXT_SERVER","8000","       6","     586","    1",".AP.SF","  0","normal","---","---","---"
"2017-03-19 03:40:40.255","    0.057","TCP  ","EXT_SERVER","8000","OPENSTACK_NET","55633","       7","     556","    1",".AP.SF","  0","normal","---","---","---"
"2017-03-19 03:40:40.255","    0.057","TCP  ","OPENSTACK_NET","55633","EXT_SERVER","8000","       6","     515","    1",".AP.SF","  0","normal","---","---","---"
"2017-03-19 03:40:40.582","    0.043","TCP  ","EXT_SERVER","8000","OPENSTACK_NET","60421","       7","     556","    1",".AP.SF","  0","normal","---","---","---"
"2017-03-19 03:40:40.582","    0.043","TCP  ","OPENSTACK_NET","60421","EXT_SERVER","8000","       6","     515","    1",".AP.SF","  0","normal","---","---","---"
"2017-03-19 03:40:40.583","    0.048","TCP  ","EXT_SERVER","8000","OPENSTACK_NET","60422","       7","     702","    1",".AP.SF","  0","normal","---","---","---"
"2017-03-19 03:40:40.583","    0.048","TCP  ","OPENSTACK_NET","60422","EXT_SERVER","8000","       6","     586","    1",".AP.SF","  0","normal","---","---","---"
"2017-03-19 03:43:57.009","    0.000","TCP  ","10247_142","34626","EXT_SERVER","465","       1","      46","    1","....S.","  0","suspicious","---","---","---"
"2017-03-19 03:43:57.009","    0.000","TCP  ","EXT_SERVER","465","10247_142","34626","       1","      40","    1",".A.R..","  0","suspicious","---","---","---"
"2017-03-19 03:40:50.714","   12.683","TCP  ","10006_27","12505","EXT_SERVER","22","      17","    2363","    1",".AP.SF","  0","suspicious","---","---","---"
"2017-03-19 03:40:50.714","   12.683","TCP  ","EXT_SERVER","22","10006_27","12505","      22","    3435","    1",".AP.SF","  0","suspicious","---","---","---"
"2017-03-19 03:44:19.763","    0.000","TCP  ","15970_143","10589","EXT_SERVER","2222","       1","      46","    1","....S.","  0","suspicious","---","---","---"
"2017-03-19 03:44:19.763","    0.000","TCP  ","EXT_SERVER","2222","15970_143","10589","       1","      40","    1",".A.R..","  0","suspicious","---","---","---"
"2017-03-19 03:41:40.203","    0.095","TCP  ","EXT_SERVER","8000","OPENSTACK_NET","55650","       7","     561","    1",".AP.SF","  0","normal","---","---","---"
"2017-03-19 03:41:40.203","    0.095","TCP  ","OPENSTACK_NET","55650","EXT_SERVER","8000","       6","     589","    1",".AP.SF","  0","normal","---","---","---"
"2017-03-19 03:41:40.207","    0.107","TCP  ","EXT_SERVER","8000","OPENSTACK_NET","55651","       7","    1723","    1",".AP.SF","  0","normal","---","---","---"
"2017-03-19 03:41:40.207","    0.107","TCP  ","OPENSTACK_NET","55651","EXT_SERVER","8000","       6","     579","    1",".AP.SF","  0","normal","---","---","---"
"2017-03-19 03:41:40.584","    0.047","TCP  ","EXT_SERVER","8000","OPENSTACK_NET","60439","       7","     561","    1",".AP.SF","  0","normal","---","---","---"
"2017-03-19 03:41:40.584","    0.047","TCP  ","OPENSTACK_NET","60439","EXT_SERVER","8000","       6","     589","    1",".AP.SF","  0","normal","---","---","---"
"2017-03-19 03:41:40.708","    0.077","TCP  ","EXT_SERVER","8000","OPENSTACK_NET","60440","       7","    1723","    1",".AP.SF","  0","normal","---","---","---"
"2017-03-19 03:41:40.708","    0.077","TCP  ","OPENSTACK_NET","60440","EXT_SERVER","8000","       6","     579","    1",".AP.SF","  0","normal","---","---","---"
"2017-03-19 02:46:33.882","   30.997","TCP  ","15971_223","58891","EXT_SERVER","22","       1","      46","    1","....S.","  0","suspicious","---","---","---"
"2017-03-19 02:46:33.882","   30.997","TCP  ","EXT_SERVER","22","15971_223","58891","       6","     264","    1",".A..S.","  0","suspicious","---","---","---"
"2017-03-19 03:44:23.568","   78.670","TCP  ","EXT_SERVER","23","15966_209","14489","       3","     120","    1",".A.R..","  0","suspicious","---","---","---"
"2017-03-19 03:44:23.568","   78.670","TCP  ","15966_209","14489","EXT_SERVER","23","       3","     138","    1","....S.","  0","suspicious","---","---","---"
"2017-03-19 03:46:06.721","    0.000","TCP  ","15972_114","8202","EXT_SERVER","23","       1","      46","    1","....S.","  0","suspicious","---","---","---"
"2017-03-19 03:46:06.721","    0.000","TCP  ","EXT_SERVER","23","15972_114","8202","       1","      40","    1",".A.R..","  0","suspicious","---","---","---"
"2017-03-19 03:43:57.951","  159.785","TCP  ","10004_36","11752","EXT_SERVER","22","       7","     389","    1",".APRS.","  0","suspicious","---","---","---"
"2017-03-19 03:43:57.951","  159.785","TCP  ","EXT_SERVER","22","10004_36","11752","      14","    1777","    1",".AP.SF","  0","suspicious","---","---","---"
"2017-03-19 03:43:40.253","    0.087","TCP  ","EXT_SERVER","8000","OPENSTACK_NET","55684","       7","     702","    1",".AP.SF","  0","normal","---","---","---"
"2017-03-19 03:43:40.253","    0.087","TCP  ","OPENSTACK_NET","55684","EXT_SERVER","8000","       6","     586","    1",".AP.SF","  0","normal","---","---","---"
"2017-03-19 03:43:40.253","    0.064","TCP  ","EXT_SERVER","8000","OPENSTACK_NET","55685","       7","     556","    1",".AP.SF","  0","normal","---","---","---"
"2017-03-19 03:43:40.253","    0.064","TCP  ","OPENSTACK_NET","55685","EXT_SERVER","8000","       6","     515","    1",".AP.SF","  0","normal","---","---","---"
"2017-03-19 03:43:40.570","    0.064","TCP  ","EXT_SERVER","8000","OPENSTACK_NET","60471","       7","     702","    1",".AP.SF","  0","normal","---","---","---"
"2017-03-19 03:43:40.570","    0.064","TCP  ","OPENSTACK_NET","60471","EXT_SERVER","8000","       6","     586","    1",".AP.SF","  0","normal","---","---","---"
"2017-03-19 03:43:40.570","    0.057","TCP  ","EXT_SERVER","8000","OPENSTACK_NET","60472","       7","     556","    1",".AP.SF","  0","normal","---","---","---"
"2017-03-19 03:43:40.570","    0.057","TCP  ","OPENSTACK_NET","60472","EXT_SERVER","8000","       6","     515","    1",".AP.SF","  0","normal","---","---","---"
"2017-03-19 03:44:48.321","  112.283","TCP  ","10004_36","22480","EXT_SERVER","22","       4","     225","    1",".APRS.","  0","suspicious","---","---","---"
"2017-03-19 03:44:48.321","  112.283","TCP  ","EXT_SERVER","22","10004_36","22480","      10","    5465","    1",".AP.S.","  0","suspicious","---","---","---"
"2017-03-19 03:43:42.040","    0.052","TCP  ","EXT_SERVER","8000","OPENSTACK_NET","60475","       7","     639","    1",".AP.SF","  0","normal","---","---","---"
"2017-03-19 03:43:42.040","    0.052","TCP  ","OPENSTACK_NET","60475","EXT_SERVER","8000","       6","     614","    1",".AP.SF","  0","normal","---","---","---"
"2017-03-19 03:43:42.433","    0.042","TCP  ","EXT_SERVER","8000","OPENSTACK_NET","55686","       7","     639","    1",".AP.SF","  0","normal","---","---","---"
"2017-03-19 03:43:42.433","    0.042","TCP  ","OPENSTACK_NET","55686","EXT_SERVER","8000","       6","     614","    1",".AP.SF","  0","normal","---","---","---"
"2017-03-19 03:47:28.658","   12.413","TCP  ","10006_27","53615","EXT_SERVER","22","      18","    2329","    1",".APRSF","  0","suspicious","---","---","---"
"2017-03-19 03:47:28.658","   12.413","TCP  ","EXT_SERVER","22","10006_27","53615","      22","    3353","    1",".AP.SF","  0","suspicious","---","---","---"
"2017-03-19 03:44:48.522","   10.844","TCP  ","10006_27","40731","EXT_SERVER","22","      17","    2435","    1",".AP.SF","  0","suspicious","---","---","---"
"2017-03-19 03:44:48.522","   10.844","TCP  ","EXT_SERVER","22","10006_27","40731","      23","    4277","    1",".AP.SF","  0","suspicious","---","---","---"
"2017-03-19 02:48:08.428","  120.425","TCP  ","10004_36","17566","EXT_SERVER","22","       4","     231","    1",".AP.S.","  0","suspicious","---","---","---"
"2017-03-19 02:48:08.428","  120.425","TCP  ","EXT_SERVER","22","10004_36","17566","      12","    8481","    1",".AP.SF","  0","suspicious","---","---","---"
"2017-03-19 03:48:25.625","    0.000","TCP  ","EXT_SERVER","23","13554_173","55533","       1","      40","    1",".A.R..","  0","suspicious","---","---","---"
"2017-03-19 03:48:25.625","    0.000","TCP  ","13554_173","55533","EXT_SERVER","23","       1","      46","    1","....S.","  0","suspicious","---","---","---"
"2017-03-19 03:46:06.826","   10.396","TCP  ","10006_27","43079","EXT_SERVER","22","      18","    2502","    1",".AP.SF","  0","suspicious","---","---","---"
"2017-03-19 03:46:06.826","   10.396","TCP  ","EXT_SERVER","22","10006_27","43079","      23","    3470","    1",".AP.SF","  0","suspicious","---","---","---"
"2017-03-19 03:46:40.188","    0.093","TCP  ","EXT_SERVER","8000","OPENSTACK_NET","55735","       7","     561","    1",".AP.SF","  0","normal","---","---","---"
"2017-03-19 03:46:40.188","    0.093","TCP  ","OPENSTACK_NET","55735","EXT_SERVER","8000","       6","     589","    1",".AP.SF","  0","normal","---","---","---"
"2017-03-19 03:46:40.190","    0.118","TCP  ","EXT_SERVER","8000","OPENSTACK_NET","55736","       7","    1723","    1",".AP.SF","  0","normal","---","---","---"
"2017-03-19 03:46:40.190","    0.118","TCP  ","OPENSTACK_NET","55736","EXT_SERVER","8000","       6","     579","    1",".AP.SF","  0","normal","---","---","---"
"2017-03-19 03:46:40.248","    0.071","TCP  ","EXT_SERVER","8000","OPENSTACK_NET","55737","       7","     702","    1",".AP.SF","  0","normal","---","---","---"
"2017-03-19 03:46:40.248","    0.071","TCP  ","OPENSTACK_NET","55737","EXT_SERVER","8000","       6","     586","    1",".AP.SF","  0","normal","---","---","---"
"2017-03-19 03:46:40.248","    0.060","TCP  ","EXT_SERVER","8000","OPENSTACK_NET","55738","       7","     556","    1",".AP.SF","  0","normal","---","---","---"
"2017-03-19 03:46:40.248","    0.060","TCP  ","OPENSTACK_NET","55738","EXT_SERVER","8000","       6","     515","    1",".AP.SF","  0","normal","---","---","---"
"2017-03-19 03:46:40.570","    0.062","TCP  ","EXT_SERVER","8000","OPENSTACK_NET","60522","       7","     702","    1",".AP.SF","  0","normal","---","---","---"
"2017-03-19 03:46:40.570","    0.062","TCP  ","OPENSTACK_NET","60522","EXT_SERVER","8000","       6","     586","    1",".AP.SF","  0","normal","---","---","---"
"2017-03-19 03:46:40.570","    0.040","TCP  ","EXT_SERVER","8000","OPENSTACK_NET","60523","       7","     556","    1",".AP.SF","  0","normal","---","---","---"
"2017-03-19 03:46:40.570","    0.040","TCP  ","OPENSTACK_NET","60523","EXT_SERVER","8000","       6","     515","    1",".AP.SF","  0","normal","---","---","---"
"2017-03-19 03:46:40.582","    0.054","TCP  ","EXT_SERVER","8000","OPENSTACK_NET","60524","       7","     561","    1",".AP.SF","  0","normal","---","---","---"
"2017-03-19 03:46:40.582","    0.054","TCP  ","OPENSTACK_NET","60524","EXT_SERVER","8000","       6","     589","    1",".AP.SF","  0","normal","---","---","---"
"2017-03-19 03:46:42.313","    0.073","TCP  ","EXT_SERVER","8000","OPENSTACK_NET","60525","       7","    1723","    1",".AP.SF","  0","normal","---","---","---"
"2017-03-19 03:46:42.313","    0.073","TCP  ","OPENSTACK_NET","60525","EXT_SERVER","8000","       6","     579","    1",".AP.SF","  0","normal","---","---","---"
"2017-03-19 03:49:45.970","    0.000","TCP  ","10088_220","51828","EXT_SERVER","7547","       1","      46","    1","....S.","  0","suspicious","---","---","---"
"2017-03-19 03:49:45.970","    0.000","TCP  ","EXT_SERVER","7547","10088_220","51828","       1","      40","    1",".A.R..","  0","suspicious","---","---","---"
"2017-03-19 03:48:39.613","  135.764","TCP  ","EXT_SERVER","23","15966_209","14489","       2","      80","    1",".A.R..","  0","suspicious","---","---","---"
